Artikelnummer;Oms1;Oms2;Oms3;Zoeknaam;Groep;EAN;Verkoopprijs;Eenheid;Prijs per;Voorraad
X3451008B       ;SAE FLENSKOPP. 3000 PSI 45gr.;;;X3451008;F0201503;X3451008B    ;41.86;ST      ;1;12
X3451010B       ;SAE FLENSKOPP. 3000 PSI 45gr.;;;X3451010;F0201503;X3451010B    ;29.77;ST      ;1;25
X3451208B       ;SAE FLENSKOPP. 3000 PSI 45gr.;;;X3451208;F0201503;X3451208B    ;30.8;ST      ;1;3
X3451210B       ;SAE FLENSKOPP. 3000 PSI 45gr.;;;X3451210;F0201503;X3451210B    ;53.78;ST      ;1;2
X3451212B       ;SAE FLENSKOPP. 3000 PSI 45gr.;;;X3451212;F0201503;X3451212B    ;23.22;ST      ;1;4
X3451216B       ;SAE FLENSKOPP. 3000 PSI 45gr.;;;X3451216;F0201503;X3451216B    ;63.18;ST      ;1;42
X3451612B       ;SAE FLENSKOPP. 3000 PSI 45gr.;;;X3451612;F0201503;X3451612B    ;32.23;ST      ;1;9
X3451616B       ;SAE FLENSKOPP. 3000 PSI 45gr.;;;X3451616;F0201503;X3451616B    ;34.6;ST      ;1;5
X3451620B       ;SAE FLENSKOPP. 3000 PSI 45gr.;;;X3451620;F0201503;X3451620B    ;123;ST      ;1;7
X3452016B       ;SAE FLENSKOPP. 3000 PSI 45gr.;;;X3452016;F0201503;X3452016B    ;48.21;ST      ;1;13
X3452020B       ;SAE FLENSKOPP. 3000 PSI 45gr.;;;X3452020;F0201503;X3452020B    ;52.67;ST      ;1;9
X3452420B       ;SAE FLENSKOPP. 3000 PSI 45gr.;;;X3452420;F0201503;X3452420B    ;82.81;ST      ;1;3
X3452424        ;SAE KOPP.3000 PSI 45gr.UITLOOP;;;X3452424;F15     ;;43.46;ST      ;1;0
X3452424B       ;SAE FLENSKOPP. 3000 PSI 45gr.;;;X3452424;F0201503;X3452424B    ;92.73;ST      ;1;1
X3453224B       ;SAE FLENSKOPP. 3000 PSI 45gr.;;;X3453224;F0201503;X3453224B    ;146.21;ST      ;1;0
X3453232B       ;SAE FLENSKOPP. 3000 PSI 45gr.;;;X3453232;F0201503;X3453232B    ;155.47;ST      ;1;0
X3454032B       ;SAE FLENSKOPP. 3000 PSI 45gr.;;;X3454032;F0201503;X3454032B    ;234.36;ST      ;1;0
X3900808B       ;SAE FLENSKOPP. 3000 PSI 90gr.;;;X3900808;F0201502;X3900808B    ;22.36;ST      ;1;0
X3900810B       ;SAE FLENSKOPP. 3000 PSI 90gr.;;;X3900810;F0201502;X3900810B    ;56.68;ST      ;1;8
X3900812B       ;SAE FLENSKOPP. 3000 PSI 90gr.;;;X3900812;F0201502;X3900812B    ;43.98;ST      ;1;1
X3901008B       ;SAE FLENSKOPP. 3000 PSI 90gr.;;;X3901008;F0201502;X3901008B    ;40;ST      ;1;1
X3901010B       ;SAE FLENSKOPP. 3000 PSI 90gr.;;;X3901010;F0201502;X3901010B    ;37.41;ST      ;1;8
X3901208B       ;SAE FLENSKOPP. 3000 PSI 90gr.;;;X3901208;F0201502;X3901208B    ;30.8;ST      ;1;3
X3901210B       ;SAE FLENSKOPP. 3000 PSI 90gr.;;;X3901210;F0201502;X3901210B    ;41.48;ST      ;1;6
X3901212B       ;SAE FLENSKOPP. 3000 PSI 90gr.;;;X3901212;F0201502;X3901212B    ;24.96;ST      ;1;4
X3901216B       ;SAE FLENSKOPP. 3000 PSI 90gr.;;;X3901216;F0201502;X3901216B    ;61.19;ST      ;1;19
X3901612B       ;SAE FLENSKOPP. 3000 PSI 90gr.;;;X3901612;F0201502;X3901612B    ;32.68;ST      ;1;1
X3901616B       ;SAE FLENSKOPP. 3000 PSI 90gr.;;;X3901616;F0201502;X3901616B    ;36.36;ST      ;1;2
X3901620B       ;SAE FLENSKOPP. 3000 PSI 90gr.;;;X3901620;F0201502;X3901620B    ;100.46;ST      ;1;8
X3902016B       ;SAE FLENSKOPP. 3000 PSI 90gr.;;;X3902016;F0201502;X3902016B    ;50.04;ST      ;1;2
X3902020B       ;SAE FLENSKOPP. 3000 PSI 90gr.;;;X3902020;F0201502;X3902020B    ;53.08;ST      ;1;8
X3902420B       ;SAE FLENSKOPP. 3000 PSI 90gr.;;;X3902420;F0201502;X3902420B    ;85.04;ST      ;1;2
X3902424B       ;SAE FLENSKOPP. 3000 PSI 90gr.;;;X3902424;F0201502;X3902424B    ;97.46;ST      ;1;0
X3903224B       ;SAE FLENSKOPP. 3000 PSI 90gr.;;;X3903224;F0201502;X3903224B    ;146.21;ST      ;1;0
X3903232B       ;SAE FLENSKOPP. 3000 PSI 90gr.;;;X3903232;F0201502;X3903232B    ;155.47;ST      ;1;0
X3904032B       ;SAE FLENSKOPP. 3000 PSI 90gr.;;;X3904032;F0201502;X3904032B    ;235.47;ST      ;1;9
X60808B         ;SAE FLENSKOPP. 6000 PSI;;;X60808B ;F0201510;X60808B      ;19.56;ST      ;1;6
X60810B         ;SAE FLENSKOPP. 6000 PSI;;;X60810B ;F0201510;X60810B      ;38.68;ST      ;1;4
X60812B         ;SAE FLENSKOPP. 6000 PSI;;;X60812B ;F0201510;X60812B      ;34.98;ST      ;1;8
X61208B         ;SAE FLENSKOPP. 6000 PSI;;;X61208B ;F0201510;X61208B      ;31.97;ST      ;1;6
X61210B         ;SAE FLENSKOPP. 6000 PSI;;;X61210B ;F0201510;X61210B      ;33.92;ST      ;1;7
X61212B         ;SAE FLENSKOPP. 6000 PSI;;;X61212B ;F0201510;X61212B      ;21.55;ST      ;1;30
X61216B         ;SAE FLENSKOPP. 6000 PSI;;;X61216B ;F0201510;X61216B      ;57.59;ST      ;1;18
X61612B         ;SAE FLENSKOPP. 6000 PSI;;;X61612B ;F0201510;X61612B      ;29.27;ST      ;1;5
X61616B         ;SAE FLENSKOPP. 6000 PSI;;;X61616B ;F0201510;X61616B      ;33.37;ST      ;1;0
X61620B         ;SAE FLENSKOPP. 6000 PSI;;;X61620B ;F0201510;X61620B      ;74.56;ST      ;1;4
X62016B         ;SAE FLENSKOPP. 6000 PSI;;;X62016B ;F0201510;X62016B      ;42.61;ST      ;1;3
X62020B         ;SAE FLENSKOPP. 6000 PSI;;;X62020B ;F0201510;X62020B      ;44.37;ST      ;1;2
X62420B         ;SAE FLENSKOPP. 6000 PSI;;;X62420B ;F0201510;X62420B      ;61.99;ST      ;1;3
X62424B         ;SAE FLENSKOPP. 6000 PSI;;;X62424B ;F0201510;X62424B      ;70.1;ST      ;1;5
X63224B         ;SAE FLENSKOPP. 6000 PSI;;;X63224B ;F0201510;X63224B      ;121.83;ST      ;1;4
X63232B         ;SAE FLENSKOPP. 6000 PSI;;;X63232B ;F0201510;X63232B      ;97;ST      ;1;2
X6450808B       ;SAE FLENSKOPP. 6000 PSI 45gr.;;;X6450808;F0201512;X6450808B    ;24.54;ST      ;1;6
X6450810B       ;SAE FLENSKOPP. 6000 PSI 45gr.;;;X6450810;F0201512;X6450810B    ;54.08;ST      ;1;2
X6450812B       ;SAE FLENSKOPP. 6000 PSI 45gr.;;;X6450812;F0201512;X6450812B    ;62.22;ST      ;1;3
X6451208B       ;SAE FLENSKOPP. 6000 PSI 45gr.;;;X6451208;F0201512;X6451208B    ;36.97;ST      ;1;2
X6451210B       ;SAE FLENSKOPP. 6000 PSI 45gr.;;;X6451210;F0201512;X6451210B    ;60.81;ST      ;1;2
X6451212B       ;SAE FLENSKOPP. 6000 PSI 45gr.;;;X6451212;F0201512;X6451212B    ;27.76;ST      ;1;5
X6451216B       ;SAE FLENSKOPP. 6000 PSI 45gr.;;;X6451216;F0201512;X6451216B    ;80.81;ST      ;1;37
X6451612B       ;SAE FLENSKOPP. 6000 PSI 45gr.;;;X6451612;F0201512;X6451612B    ;42.98;ST      ;1;1
X6451616        ;SAE KOPP.6000 PSI 45gr.UITLOOP;;;ZX645161;F15     ;;23.81;ST      ;1;0
X6451616B       ;SAE FLENSKOPP. 6000 PSI 45gr.;;;X6451616;F0201512;X6451616B    ;40.46;ST      ;1;5
X6451620B       ;SAE FLENSKOPP. 6000 PSI 45gr.;;;X6451620;F0201512;X6451620B    ;100.41;ST      ;1;3
X6452016B       ;SAE FLENSKOPP. 6000 PSI 45gr.;;;X6452016;F0201512;X6452016B    ;60.81;ST      ;1;2
X6452020B       ;SAE FLENSKOPP. 6000 PSI 45gr.;;;X6452020;F0201512;X6452020B    ;67.32;ST      ;1;5
X6452420B       ;SAE FLENSKOPP. 6000 PSI 45gr.;;;X6452420;F0201512;X6452420B    ;96.77;ST      ;1;2
X6452424B       ;SAE FLENSKOPP. 6000 PSI 45gr.;;;X6452424;F0201512;X6452424B    ;107.67;ST      ;1;2
X6453224B       ;SAE FLENSKOPP. 6000 PSI 45gr.;;;X6453224;F0201512;X6453224B    ;285.51;ST      ;1;3
X6453232B       ;SAE FLENSKOPP. 6000 PSI 45gr.;;;X6453232;F0201512;X6453232B    ;193.75;ST      ;1;8
X6900808B       ;SAE FLENSKOPP. 6000 PSI 90gr.;;;X6900808;F0201511;X6900808B    ;23.56;ST      ;1;10
X6900810B       ;SAE FLENSKOPP. 6000 PSI 90gr.;;;X6900810;F0201511;X6900810B    ;52.67;ST      ;1;1
X6900812B       ;SAE FLENSKOPP. 6000 PSI 90gr.;;;X6900812;F0201511;X6900812B    ;60.79;ST      ;1;3
X6901208B       ;SAE FLENSKOPP. 6000 PSI 90gr.;;;X6901208;F0201511;X6901208B    ;36.97;ST      ;1;2
X6901210B       ;SAE FLENSKOPP. 6000 PSI 90gr.;;;X6901210;F0201511;X6901210B    ;59.28;ST      ;1;-1
X6901212B       ;SAE FLENSKOPP. 6000 PSI 90gr.;;;X6901212;F0201511;X6901212B    ;28.22;ST      ;1;37
X6901216B       ;SAE FLENSKOPP. 6000 PSI 90gr.;;;X6901216;F0201511;X6901216B    ;78.11;ST      ;1;15
X6901612B       ;SAE FLENSKOPP. 6000 PSI 90gr.;;;X6901612;F0201511;X6901612B    ;42.61;ST      ;1;3
X6901616B       ;SAE FLENSKOPP. 6000 PSI 90gr.;;;X6901616;F0201511;X6901616B    ;42.22;ST      ;1;9
X6901620B       ;SAE FLENSKOPP. 6000 PSI 90gr.;;;X6901620;F0201511;X6901620B    ;104.6;ST      ;1;1
X6902016B       ;SAE FLENSKOPP. 6000 PSI 90gr.;;;X6902016;F0201511;X6902016B    ;64.57;ST      ;1;7
X6902020B       ;SAE FLENSKOPP. 6000 PSI 90gr.;;;X6902020;F0201511;X6902020B    ;66.47;ST      ;1;22
X6902420B       ;SAE FLENSKOPP. 6000 PSI 90gr.;;;X6902420;F0201511;X6902420B    ;105.39;ST      ;1;4
X6902424B       ;SAE FLENSKOPP. 6000 PSI 90gr.;;;X6902424;F0201511;X6902424B    ;121.25;ST      ;1;6
X6903224B       ;SAE FLENSKOPP. 6000 PSI 90gr.;;;X6903224;F0201511;X6903224B    ;281.97;ST      ;1;1
X6903232B       ;SAE FLENSKOPP. 6000 PSI 90gr.;;;X6903232;F0201511;X6903232B    ;189.87;ST      ;1;4
XBF0203         ;60gr. BSP WARTELKOPPELING;;;XBF0203 ;F0201102;XBF0203      ;3.19;ST      ;1;7
XBF0204         ;60gr. BSP WARTELKOPPELING;;;XBF0204 ;F0201102;XBF0204      ;2.88;ST      ;1;25
XBF0403         ;60gr. BSP WARTELKOPPELING;;;XBF0403 ;F0201102;XBF0403      ;2.86;ST      ;1;30
XBF0404         ;60gr. BSP WARTELKOPPELING;;;XBF0404 ;F0201102;XBF0404      ;1.75;ST      ;1;1030
XBF0405         ;60gr. BSP WARTELKOPPELING;;;XBF0405 ;F0201102;XBF0405      ;3.22;ST      ;1;65
XBF0406         ;60gr. BSP WARTELKOPPELING;;;XBF0406 ;F0201102;XBF0406      ;3.92;ST      ;1;5
XBF0604         ;60gr. BSP WARTELKOPPELING;;;XBF0604 ;F0201102;XBF0604      ;3.16;ST      ;1;140
XBF0605         ;60gr. BSP WARTELKOPPELING;;;XBF0605 ;F0201102;XBF0605      ;3;ST      ;1;70
XBF0606         ;60gr. BSP WARTELKOPPELING;;;XBF0606 ;F0201102;XBF0606      ;2.29;ST      ;1;4358
XBF0608         ;60gr. BSP WARTELKOPPELING;;;XBF0608 ;F0201102;XBF0608      ;5.28;ST      ;1;50
XBF0804         ;60gr. BSP WARTELKOPPELING;;;XBF0804 ;F0201102;XBF0804      ;9.1;ST      ;1;10
XBF0805         ;60gr. BSP WARTELKOPPELING;;;XBF0805 ;F0201102;XBF0805      ;5.75;ST      ;1;16
